City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
228,Kalemie,CD,79.23,few clouds,-5.9475,29.1947,Mahobilali
230,Victoria,HK,79.97,heavy intensity rain,22.2855,114.1577,Mini Central
231,Beloha,MG,78.71,clear sky,-25.1667,45.05,
233,Belem,BR,75.24,clear sky,-1.4558,-48.5044,Mercure Belém Boulevard
234,Ibb,YE,87.26,scattered clouds,13.9667,44.1833,Hotel Amenities
236,Muli,MV,83.86,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
241,Les Cayes,HT,75.67,broken clouds,18.2,-73.75,Villa Orphee
242,Mucurapo,TT,75.02,overcast clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
248,Hobyo,SO,87.17,clear sky,5.3505,48.5268,Iftin hotel hobyo
250,Taraz,KZ,86.41,overcast clouds,42.9,71.3667,Comfort Inn
251,Marsa Matruh,EG,80.8,scattered clouds,31.3525,27.2453,Beau Site
252,Jumla,NP,80.11,scattered clouds,29.2747,82.1838,Royal Garden Hotel
254,Pshekhskaya,RU,80.69,overcast clouds,44.696,39.7967,Gostevoy Dom Sorento
262,Kargasok,RU,76.59,broken clouds,59.0556,80.8572,Hotel Kargasok
265,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
266,Grand Gaube,MU,79.2,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
267,Eydhafushi,MV,83.7,overcast clouds,5.1033,73.0708,Soneva Fushi
270,Iralaya,HN,79.97,overcast clouds,15.0,-83.2333,Iglesia morava renovada
273,Goreloye,RU,75.83,clear sky,52.937,41.5043,Berendey
274,Odweyne,SO,87.66,broken clouds,9.4092,45.064,Eng Hiirey House
276,Madison,US,79.75,clear sky,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
279,Meulaboh,ID,84.04,broken clouds,4.1363,96.1285,Kost Pria
281,Cayenne,GF,76.08,mist,4.9333,-52.3333,Hôtel Le Dronmi
282,Mangrol,IN,88.45,scattered clouds,21.1167,70.1167,Hotel The Royal Honours
284,Uvinza,TZ,82.96,few clouds,-5.1036,30.3911,Crown Lodge and lounge
290,Salalah,OM,88.36,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
294,Fougamou,GA,79.3,overcast clouds,-1.2154,10.5838,Résidence d'Hôtes Bapedy
302,Puerto Cabezas,NI,77.23,overcast clouds,14.0351,-83.3888,Cabaña Caribe
305,Khandbari,NP,84.11,broken clouds,27.3747,87.2039,Sainik Hotel And Lodge
312,Kismayo,SO,83.07,few clouds,-0.3582,42.5454,Agan-Hotel
317,Kutum,SD,83.26,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
321,Faya,SA,86.52,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
322,Tema,GH,81.01,clear sky,5.667,-0.0166,Beulah Royale Hotel Tema
325,Manavgat,TR,76.15,overcast clouds,36.7867,31.4431,Lake & River Side Hotel & Spa
327,Axim,GH,81.25,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
329,Gairo,IT,78.17,clear sky,39.8497,9.5047,La Nuova Luna
337,Durusu,TR,75.83,clear sky,41.3053,28.6767,Durusu Talebe Yurdu
340,Cumana,VE,75.83,overcast clouds,10.4635,-64.1775,Posada Acuarela Los Roques
341,Marsh Harbour,BS,79.86,few clouds,26.5412,-77.0636,Abaco Beach Resort
343,Verkhniy Baskunchak,RU,82.18,clear sky,48.2256,46.7217,Kombat
348,Abu Kamal,SY,88.74,clear sky,34.4506,40.9171,البوكمال
356,Svrljig,RS,75.87,scattered clouds,43.4133,22.1211,apartman Viktor
358,Corinto,GR,85.41,clear sky,37.9407,22.9573,Ephira Hotel
360,Bubaque,GW,78.15,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
363,Chibuto,MZ,75.67,clear sky,-24.6867,33.5306,Residência Masculina da Escola Superior de Negocios e Empreendedorismo de Chibuto
364,Urumqi,CN,88.75,few clouds,43.801,87.6005,Hua Ling Grand Hotel Urumqi
370,Xuddur,SO,88.32,clear sky,4.1213,43.8894,Banjanay Hotel
372,Tabriz,IR,80.06,dust,38.08,46.2919,Sina Hotel
377,Ziway,ET,78.17,broken clouds,7.9333,38.7167,Haile Resort Ziway Batu
378,Guarda,PT,80.91,overcast clouds,40.5373,-7.2658,Hotel Lusitânia Congress & Spa
380,Karacabey,TR,79.18,clear sky,40.2152,28.4038,Uludağ Üniversitesi Sadık Yılmaz Öğrenci Yurdu
383,Mbini,GQ,80.44,overcast clouds,1.574,9.6134,
393,Shetpe,KZ,89.64,overcast clouds,44.1667,52.1167,Rtsm Shetpe Analog
398,Warri,NG,83.44,light rain,5.5167,5.75,BON Hotel Delta
401,Jammal,TN,82.08,clear sky,35.6223,10.757,نهج ابن خلدون
402,Dhankuta,NP,79.81,broken clouds,26.9833,87.3333,Hotel Kanjirowa
407,Bara,NG,86.56,broken clouds,10.3744,10.7288,
412,Saint-Joseph,RE,79.18,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
414,Mahibadhoo,MV,83.46,overcast clouds,3.7833,72.9667,Omadhoo Inn
415,Sidi Ali,DZ,84.25,few clouds,36.0998,0.4206,Complexe touristique haje bezine
416,Karaton,ID,81.46,light rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
418,Andros Town,BS,80.56,clear sky,24.7,-77.7667,Hanks place
420,Mubi,NG,88.23,broken clouds,10.2676,13.2644,LASVEGAS BAR AND MOTEL
423,Port-Gentil,GA,80.56,scattered clouds,-0.7193,8.7815,Fengshui Residence
424,Ion Corvin,RO,79.29,clear sky,44.1167,27.8,Cave Monastery of St. Andrew
429,Dingle,PH,84.65,light rain,10.9995,122.6711,SEGAYA PROPERTY
432,Betare Oya,CM,77.65,light rain,5.6,14.0833,Auberge Tembina Betaré Oya
434,Sibut,CF,82.22,overcast clouds,5.718,19.0739,
435,Rameswaram,IN,83.84,overcast clouds,9.2833,79.3,Daiwik Hotels Rameswaram
437,Mantua,IT,82.09,clear sky,45.1667,10.7833,Hotel la Favorita
438,Bukoba,TZ,76.01,light rain,-1.3317,31.8122,Elct Bukoba Hotel and Tours
444,Lucapa,AO,84.13,clear sky,-8.4192,20.7447,Lírio Mendes
449,Kavaratti,IN,83.7,moderate rain,10.5669,72.642,Hotels in Lakshadweep Islands
451,Lavumisa,SZ,75.0,overcast clouds,-27.31,31.892,ROADSIDE B&B
452,Harper,LR,81.36,clear sky,4.375,-7.7169,Screensaver
454,Kyabe,TD,85.33,overcast clouds,9.4515,18.9449,
455,Mumford,GH,80.44,scattered clouds,5.2618,-0.759,Spanish Villa
456,Cockburn Town,TC,79.63,clear sky,21.4612,-71.1419,Osprey Beach Hotel
462,Panjakent,TJ,88.61,clear sky,39.4952,67.6093,Salom Hostel
463,Road Town,VG,78.89,clear sky,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
464,Tsiroanomandidy,MG,78.51,clear sky,-18.7667,46.0333,Hotel Ravinala
470,Kudahuvadhoo,MV,83.66,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
471,Utuado,PR,75.61,few clouds,18.2655,-66.7004,Western Union
473,Quatre Cocos,MU,78.1,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
475,Cap Malheureux,MU,78.48,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
479,Betanzos,ES,77.97,clear sky,43.2804,-8.2147,Hotel Garelos Betanzos
483,Tonj,SS,89.56,overcast clouds,7.2737,28.6822,Lakan Hotel
485,Saint-Francois,FR,75.67,clear sky,46.4154,3.9054,Manoir Du Bonheur
488,Savalou,BJ,82.15,scattered clouds,7.9281,1.9756,Hotel F&F
490,La Asuncion,VE,76.66,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
495,Krasnogorskoye,RU,78.84,overcast clouds,52.2953,86.1979,"Gostinitsa - Baza Otdykha ""Krasnogor'ye"""
496,Ugoofaaru,MV,83.19,overcast clouds,5.6667,73.0,Ungoofaaru Inn
501,Adana,TR,75.22,broken clouds,36.985,35.2881,ibis Adana
502,Shamkhal,RU,78.78,scattered clouds,43.0596,47.3373,
506,Ayagoz,KZ,78.03,broken clouds,47.9714,80.4392,ХАН
510,San Andres,CO,80.67,light rain,12.5847,-81.7006,Hotel Arena Blanca
512,Bria,CF,83.52,overcast clouds,6.5423,21.9863,WFP Guesthouse
514,Abha,SA,88.05,clear sky,18.2164,42.5053,Abha Hotel
516,Islahiye,TR,77.77,light rain,37.025,36.6306,İslahiye Sabanci Teachers
519,Ajdabiya,LY,81.21,clear sky,30.7554,20.2263,Almadina Hotel
523,Albemarle,US,79.36,clear sky,35.3501,-80.2001,"Holiday Inn Express & Suites Albemarle, an IHG Hotel"
527,Mogadishu,SO,82.31,few clouds,2.0371,45.3438,Hotel Juba
528,Angoche,MZ,79.57,clear sky,-16.2325,39.9086,Guest House HESADA
531,Kedrovyy,RU,84.61,light rain,56.1667,91.8167,
534,Sile,TR,75.87,clear sky,41.1754,29.6133,Phellos Suites
535,Rafai,CF,86.99,overcast clouds,4.95,23.9167,
537,Sur,OM,89.94,clear sky,22.5667,59.5289,Sur Plaza Hotel
539,Rincon,US,81.86,clear sky,32.296,-81.2354,Days Inn Rincon
540,Menongue,AO,75.15,clear sky,-14.6585,17.691,Ritz Lauca
543,Sciacca,IT,87.03,clear sky,37.5082,13.0881,Hotel Aliai
547,Nyanguge,TZ,78.93,few clouds,-2.55,33.2,Macho lodge
549,Belyy Yar,RU,83.86,clear sky,53.6039,91.3903,Pasportnyy Stol
551,Massaguet,TD,87.96,broken clouds,12.4755,15.4365,Alwatane
554,Aras,ES,77.41,clear sky,42.5617,-2.356,Jardines de Viana Spa
556,Sao Tome,ST,79.61,broken clouds,0.3365,6.7273,Pestana Miramar São Tomé
563,Koungou,YT,85.71,scattered clouds,-12.7336,45.2042,Villa Netibor
568,Kamina,CD,82.89,clear sky,-8.7386,24.9906,Guest House Florvia
572,High Rock,BS,78.82,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
574,Benguela,AO,78.37,clear sky,-12.5763,13.4055,Hotel Praia Morena
575,Kathmandu,NP,84.42,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
576,Boyabat,TR,81.68,clear sky,41.4689,34.7667,Kolaz Palas Otel
579,Micheweni,TZ,80.01,clear sky,-4.9667,39.8333,
581,Edirne,TR,85.8,clear sky,41.6772,26.556,Rys Hotel & Restaurant
583,Zemio,CF,86.68,overcast clouds,5.0314,25.1361,OCHA Office
592,Kondoa,TZ,77.04,broken clouds,-4.9,35.7833,Bab Al Shams Inland Lodge
596,Sopotnica,MK,75.56,clear sky,41.2947,21.155,
597,Valdosta,US,76.98,broken clouds,30.8327,-83.2785,Courtyard by Marriott Valdosta
599,Nijar,ES,76.66,clear sky,36.9665,-2.206,La Casa del Cine
600,Santo Tomas,PH,87.57,broken clouds,14.1079,121.1414,Microtel by Wyndham Batangas
603,Tabou,CI,80.4,clear sky,4.423,-7.3528,hotêl doufoulougou
604,Marrakesh,MA,80.67,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
607,Kuntaur,GM,82.06,broken clouds,13.6667,-14.8833,Kairoh Garden Kuntaur
614,Maghar,IL,79.38,scattered clouds,32.8898,35.407,אירוח כפרי - קיבוץ מורן
617,Saint-Pierre,RE,80.28,clear sky,-21.3393,55.4781,Alize Plage
618,Shubarshi,KZ,75.94,clear sky,48.5872,57.1869,
619,Sibiti,CG,77.5,overcast clouds,-3.6819,13.3499,Gaby et confort
620,Ensley,US,82.53,clear sky,30.5188,-87.2728,Holiday Inn Express & Suites Pensacola W I-10
623,Karpathos,GR,80.56,few clouds,35.507,27.2132,Alex
627,Dwarka,IN,88.39,scattered clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
629,Pirganj,BD,88.7,overcast clouds,25.8523,88.3618,Modern Hostel
630,Kayes,ML,84.06,clear sky,14.0,-11.0,
631,Ascension,US,79.07,clear sky,30.2169,-90.9001,Highland Inn
633,Coria,ES,87.46,overcast clouds,39.9879,-6.5377,Hotel San Cristóbal
639,Seminole,US,80.87,clear sky,28.7086,-81.2081,Ono Hot Dog Cart and Catering Lemonade and Shaved Hawaiian Ice
643,Aketi,CD,85.64,overcast clouds,2.7388,23.7833,
647,Kabare,CD,75.22,clear sky,-2.4683,28.8242,Hôtel Panorama
652,Kibala,TD,86.18,overcast clouds,9.1104,18.3463,hotel safari
654,Umm Kaddadah,SD,88.02,overcast clouds,13.6017,26.6876,
657,Rescaldina,IT,82.92,clear sky,45.6165,8.9538,UNAHOTELS Malpensa
661,Beyneu,KZ,88.77,broken clouds,45.3167,55.2,NUR
662,Buarcos,PT,86.23,overcast clouds,40.166,-8.8768,Hotel Sweet Atlantic SPA
665,Anloga,GH,81.61,overcast clouds,5.7947,0.8973,Pin Drop Hotel
666,Birao,CF,78.21,overcast clouds,10.2849,22.7882,
667,Amurrio,ES,85.86,broken clouds,43.05,-3.0,Hotel Restaurante Aldama
673,Male,MV,83.71,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
675,Goundi,TD,87.94,overcast clouds,9.3627,17.366,
677,Abay,KZ,75.58,broken clouds,49.6311,72.8539,Guest House on Abaya 144
679,Joshimath,IN,86.74,scattered clouds,30.5667,79.5667,Shivalik Camps & Resort
680,Lere,NG,81.16,broken clouds,10.387,8.5726,
683,Statesboro,US,81.93,clear sky,32.4488,-81.7832,"Holiday Inn Statesboro-University Area, an IHG Hotel"
684,Salamiyah,SY,82.24,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
690,Kingston,JM,77.23,overcast clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
692,Adre,TD,84.47,broken clouds,13.4667,22.2,
693,Lolodorf,CM,75.49,light rain,3.2333,10.7333,Auberge la cité
694,Kodinar,IN,88.61,broken clouds,20.7903,70.7031,residency of N.B vadhel
695,Santa Rosa,PH,89.1,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
701,Tamandare,BR,75.7,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
702,Funadhoo,MV,83.14,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
706,Umm Lajj,SA,87.76,clear sky,25.0213,37.2685,Moon light Furnished Units
707,Douala,CM,82.53,light rain,4.0483,9.7043,Douala Rabingha Hôtel
708,Kankakee,US,78.82,clear sky,41.15,-87.8667,Fairfield Inn by Marriott Kankakee Bourbonnais
711,Dakar,SN,77.88,broken clouds,14.6937,-17.4441,Novotel Dakar
714,Kamakwie,SL,76.57,light rain,9.5,-12.2333,White House Hotel
716,Bubanza,BI,83.77,clear sky,-3.1167,29.4,Maison d'accueil le buissonnet
717,Karacakoy,TR,85.84,clear sky,41.4029,28.3834,
724,Syracuse,IT,83.57,clear sky,37.0881,15.2792,Hotel Posta
725,Witu,KE,82.56,clear sky,-2.3889,40.4382,
728,Pascagoula,US,80.64,clear sky,30.3658,-88.5561,Regency Inn
733,Kruje,AL,84.22,clear sky,41.5092,19.7928,Hotel Panorama Kruje
736,Banepa,NP,82.72,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
738,Mbandaka,CD,81.18,overcast clouds,0.0487,18.2603,Guest House Epervier
744,Antequera,ES,87.46,broken clouds,37.0194,-4.5612,Convento de la Magdalena
746,Lafiagi,NG,89.17,broken clouds,8.8667,5.4167,Bus group international
749,Springdale,US,79.99,clear sky,36.1867,-94.1288,Springdale Inn
751,Lindi,TZ,86.63,clear sky,-10.0,39.7167,Lindi paradise house
753,Bertoua,CM,77.56,light rain,4.5833,13.6833,Hotel De Paris
754,Soyo,AO,78.06,overcast clouds,-6.1349,12.3689,Hospedaria ndozi'ame
755,Safita,SY,76.12,scattered clouds,34.8205,36.1153,Safita Cham Hotel
757,Barra Patuca,HN,76.87,overcast clouds,15.8,-84.2833,
759,Charleston,US,82.42,clear sky,32.7766,-79.9309,The Mills House Wyndham Grand Hotel
760,Manaure,CO,79.16,broken clouds,11.7751,-72.4445,Hotel Palaaima
767,Dhidhdhoo,MV,82.76,overcast clouds,6.8833,73.1,Dhidhoo beach
774,Praia,CV,75.74,few clouds,14.9215,-23.5087,LT Aparthotel
780,Madimba,TZ,82.67,clear sky,-10.4,40.3333,
781,Srivardhan,IN,86.77,scattered clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
783,Borovsk,RU,76.42,scattered clouds,55.2064,36.4861,Dining House in Borovsk
784,Palm Coast,US,80.08,scattered clouds,29.585,-81.2078,Hammock Beach Golf Resort & Spa
797,Fatezh,RU,76.98,clear sky,52.0891,35.8632,"Hotel ""Fatezh"""
798,Tinde,TZ,83.37,clear sky,-3.8833,33.2,TGHS Hostels
801,Luanda,AO,78.8,few clouds,-8.8368,13.2343,EPIC SANA Luanda
805,Kamskoye Ustye,RU,75.2,broken clouds,55.2016,49.268,"Mini-Otel' ""Klovoye Mestechko"""
809,Kulhudhuffushi,MV,82.87,overcast clouds,6.6221,73.07,Haajy Guest House 1
813,Bardiyah,LY,78.62,clear sky,31.7561,25.0865,بورتو بردية
814,Bambari,CF,83.95,overcast clouds,5.768,20.6757,Hotel-Restaurant BIBICH
819,Kashary,RU,82.26,few clouds,49.04,41.0056,Гостиница N 1
823,Ambilobe,MG,89.31,few clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
830,Lodja,CD,88.72,overcast clouds,-3.4833,23.4333,
834,Valladolid,ES,85.71,broken clouds,41.5833,-4.6667,Hotel Ruta del Duero
836,Sao Jose De Ribamar,BR,80.98,clear sky,-2.5619,-44.0542,Mediterrânea Hotel e Restaurante
837,Chalus,IR,79.68,clear sky,36.655,51.4204,Rama Spa
839,Barda,AZ,83.48,clear sky,40.3744,47.1267,Prins Motel Restoran
843,Puerto Colombia,CO,78.89,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
844,Lagdo,CM,88.61,overcast clouds,9.05,13.7333,
848,Bella Vista,US,80.76,clear sky,36.4295,-94.2316,The Inn at Bella Vista
855,Dharmadam,IN,85.5,broken clouds,11.7833,75.4333,Samudra Homes
857,Mikhaylovka,RU,82.78,few clouds,50.06,43.2379,5 Komnat
859,Porto Novo,BJ,84.06,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
861,Gorizia,IT,80.26,clear sky,45.9167,13.5,Hotel Franz
862,Yenotayevka,RU,80.49,broken clouds,47.2456,47.0281,Hotel Voyage
867,Port Blair,IN,87.84,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
879,Boende,CD,82.4,overcast clouds,-0.2167,20.8667,
880,Kisangani,CD,87.12,broken clouds,0.5167,25.2,Grand Ramela Hotel
883,Banamba,ML,89.06,clear sky,13.55,-7.45,Kassela de Banamba
888,Elmina,GH,81.09,scattered clouds,5.0898,-1.348,Esteem Kofi and Adjoa Guesthouse
889,Damietta,EG,80.19,clear sky,31.4165,31.8133,SULIMAN INN
890,Msanga,TZ,79.54,clear sky,-6.05,36.0333,
894,Kanniyakumari,IN,86.5,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
895,Mwinilunga,ZM,76.62,clear sky,-11.7358,24.4293,Kwakuwahi Lodge
897,Cartagena,CO,78.42,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
903,Sao Goncalo Do Amarante,BR,75.13,broken clouds,-3.6072,-38.9683,Sunshine Inn
904,Sesheke,ZM,75.06,clear sky,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
905,Tricase,IT,82.33,clear sky,39.9304,18.3553,Hotel Adriatico
906,Lake City,US,76.78,scattered clouds,30.1897,-82.6393,Ramada Limited Lake City
909,Salo,IT,82.49,broken clouds,45.6086,10.531,Park Hotel Casimiro Village - Blu Hotels
916,Stephenville,US,80.24,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
922,Balkhash,KZ,79.41,scattered clouds,46.844,74.9804,Family
926,Tulu Bolo,ET,78.06,overcast clouds,8.6667,38.2167,Kiya Sime Hotel
927,Salinopolis,BR,79.97,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
928,Rock Sound,BS,80.28,scattered clouds,24.9,-76.2,Pink Corral Bay Property
936,Mitsamiouli,KM,79.95,clear sky,-11.3847,43.2844,Foyer ADM
939,Omboue,GA,79.65,broken clouds,-1.5746,9.2618,Hotel Olako
940,Saint Augustine,US,80.1,overcast clouds,29.8947,-81.3145,St. George Inn
945,Meiganga,CM,76.01,overcast clouds,6.5167,14.3,DFR HOUSE
947,Ginir,ET,76.23,light rain,7.1333,40.7,Sura Dare Village
948,Mtwara,TZ,82.22,clear sky,-10.2667,40.1833,TIL Hotels Mtwara
949,Bossangoa,CF,83.32,overcast clouds,6.4926,17.4552,LA PERLE DE BOSTON
951,Matai,TZ,75.7,clear sky,-8.3,31.5167,Rashid agro vet
953,Parrita,CR,75.78,overcast clouds,9.5201,-84.3225,Beso del Viento
955,Viransehir,TR,84.06,clear sky,37.2353,39.7631,Viranşehir Öğretmenevi
957,Mariinsk,RU,81.39,overcast clouds,56.2139,87.7472,"Hotel ""Tourist"""
960,Camacari,BR,80.37,scattered clouds,-12.6975,-38.3242,Sítio Blasi
961,Asasa,ET,75.81,broken clouds,7.1,39.2,abc
966,Havelock,US,82.38,few clouds,34.8791,-76.9013,Sherwood Motel
968,Merritt Island,US,80.04,clear sky,28.5392,-80.672,
980,Matadi,CD,78.98,overcast clouds,-5.8167,13.45,Hotel Vivi Palace
981,Monrovia,LR,79.57,overcast clouds,6.3005,-10.7969,Sunset Inn
986,Mandiana,GN,79.81,clear sky,10.6333,-8.6833,Motels rouzo
988,Niamey,NE,88.09,overcast clouds,13.5137,2.1098,Soluxe Hotel Niamey
994,Nouakchott,MR,76.93,broken clouds,18.0858,-15.9785,HOTEL IMAN
998,Marsala,IT,87.93,clear sky,37.7966,12.4352,Villa Favorita Hotel e Resort
999,Thomasville,US,75.4,scattered clouds,35.8826,-80.082,Comfort Inn Thomasville I-85
1000,Tukrah,LY,77.52,clear sky,32.5341,20.5791,Lagrota restaurant
1001,Matara,LK,85.39,light rain,5.9485,80.5353,Amaloh Boutique Resort
1003,Bafoulabe,ML,84.96,clear sky,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
1005,Sadovoye,RU,83.84,broken clouds,47.7764,44.5089,Putnik
1006,Padron,ES,80.73,clear sky,42.7388,-8.6606,Chef Rivera
1007,Moroni,KM,81.64,clear sky,-11.7022,43.2551,Hotel Les Arcades
1008,Nampula,MZ,80.33,clear sky,-15.1165,39.2666,Ruby Backpackers
1010,Zyryanskoye,RU,82.22,broken clouds,56.8306,86.6258,
1011,Mossendjo,CG,77.18,overcast clouds,-2.9506,12.7261,HOTEL D'ASSISE
1014,Nikolayevka,RU,75.33,broken clouds,53.1257,47.2041,"Hotel ""Prestige"""
1016,Patitirion,GR,81.37,clear sky,39.15,23.8667,Pension Votsi
1020,Gasa,PS,87.87,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
1021,Geri,CY,85.39,scattered clouds,35.1,33.4167,Latsia Budget Residences
1022,Pirgos,GR,81.63,clear sky,35.1167,25.7178,Elpida Village
1025,Bouca,CF,82.18,overcast clouds,6.5105,18.2733,
1026,Bondo,CD,87.26,overcast clouds,3.8146,23.6866,
1027,Kukuna,SL,77.05,light rain,9.4,-12.6667,
1028,Awbari,LY,88.84,clear sky,26.5921,12.7805,فندق أوباري
1035,Serafimovich,RU,82.62,clear sky,49.5786,42.736,Donskiye Prostory
1036,Artvin,TR,76.57,light rain,41.1667,41.8333,Koru Butik Otel
1038,Javanrud,IR,84.13,clear sky,34.7961,46.5172,Bonnie power
1039,Kardamaina,GR,83.68,clear sky,36.7814,27.1425,HOTEL
1040,Toccoa,US,76.82,clear sky,34.5773,-83.3324,Quality Inn
1044,Pointe-Noire,CG,77.7,broken clouds,-4.7761,11.8635,Kactus Lodge
1045,Gamba,GA,79.25,overcast clouds,-2.65,10.0,
1046,Villaviciosa,ES,78.6,broken clouds,43.4813,-5.4357,Hotel Carlos I
1047,Marovoay,MG,88.23,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
1048,Shakawe,BW,75.02,clear sky,-18.3667,21.85,Ditlhapi Guest House
1050,Seguela,CI,78.6,broken clouds,7.9611,-6.6731,Hotel le Carrefour
1051,Am Timan,TD,86.07,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
1053,South Venice,US,80.15,clear sky,27.0531,-82.4243,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway"
1056,Mahon,ES,86.56,clear sky,39.8885,4.2658,ARTIEM Capri
1062,Longonjo,AO,75.09,few clouds,-12.9067,15.2533,
1066,Pedernales,DO,78.3,scattered clouds,18.0384,-71.744,Hotel Costa Marina
1067,Lagos,NG,82.72,light rain,6.5833,3.75,
1069,Nakapiripirit,UG,79.12,few clouds,1.9167,34.7833,
1072,Navsari,IN,89.49,scattered clouds,20.9524,72.9324,Circuit House
1074,Lodwar,KE,88.29,scattered clouds,3.1191,35.5973,Solmar Gracious Hotel
1075,Saint Pete Beach,US,81.07,clear sky,27.7253,-82.7412,Sirata Beach Resort
1076,Kaniama,CD,85.32,clear sky,-7.5667,24.1833,
1078,Springfield,US,78.22,clear sky,37.2153,-93.2982,Best Western Route 66 Rail Haven
1087,Kalabo,ZM,75.22,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
1089,Teguldet,RU,86.61,broken clouds,57.3064,88.1667,
1091,Anzio,IT,89.85,clear sky,41.4853,12.6179,Hotel Lido Garda
1094,Paralimni,CY,86.49,few clouds,35.0375,33.9833,Amore Hotel Apartments
1095,Akcaabat,TR,75.07,broken clouds,41.0212,39.5715,AKOF APART
1098,Muscle Shoals,US,78.15,clear sky,34.7448,-87.6675,Microtel Inn & Suites by Wyndham Tuscumbia/Muscle Shoals
1099,Camabatela,AO,77.85,broken clouds,-8.1881,15.375,Comércio e Prestação de Serviços
1102,Terme,TR,76.93,scattered clouds,41.2092,36.9739,OTEL GÜVEN TERME
1105,Mtambile,TZ,78.53,light rain,-5.3833,39.7,
1108,Natal,BR,75.42,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1110,Yermolino,RU,76.55,scattered clouds,55.1949,36.5951,Rayskoe Naslazhdenie
1111,Awjilah,LY,84.24,clear sky,29.1081,21.2869,المنزل
1113,Sabha,LY,88.18,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
1116,Bhatkal,IN,84.13,scattered clouds,13.9667,74.5667,Nilawar Palace
1119,Sajanan,TN,83.32,clear sky,37.0573,9.2426,Centre de culture du tabac sejenene
1121,Pujehun,SL,77.76,overcast clouds,7.3581,-11.7208,Fanny Guesthouse
1124,Bon Air,US,77.86,clear sky,37.5249,-77.5578,DoubleTree by Hilton Hotel Richmond - Midlothian
1126,Kasungu,MW,75.6,clear sky,-13.0333,33.4833,Mame Motel
1129,Darnah,LY,77.38,clear sky,32.767,22.6367,فندق الفردوس
1131,Goma,CD,75.16,clear sky,-1.6792,29.2228,"Goma, CENTRE D'ACCUEIL CARITAS"
1133,Pervomayskoye,RU,84.61,broken clouds,43.919,46.7102,
1135,Black River,JM,76.53,overcast clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
1137,Bani,DO,75.78,scattered clouds,18.2833,-70.3333,Hospedaje Henriquez
1140,Veraval,IN,88.23,scattered clouds,20.9,70.3667,Lords Inn Somnath
1141,Yining,CN,88.25,overcast clouds,29.0361,114.5636,Xiushui Hotel
1145,Paracuru,BR,75.11,scattered clouds,-3.41,-39.0306,Hotel Vento Brasil
