City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Bay Roberts,CA,47.5999,-53.2648,43.52,92,100,1.01,overcast clouds
346,Aswan,EG,24.0934,32.907,99.88,16,0,13.02,clear sky
347,Playas,EC,-2.6333,-80.3833,70.11,87,100,7.02,overcast clouds
348,Abu Kamal,SY,34.4506,40.9171,88.74,28,0,7.74,clear sky
349,Diplo,PK,24.4667,69.584,99.27,38,16,14.79,few clouds
350,Carlos Chagas,BR,-17.7031,-40.7664,63.97,81,99,4.54,overcast clouds
351,Batsfjord,NO,70.6345,29.7185,42.73,75,91,5.59,overcast clouds
352,Dosso,NE,13.049,3.1937,91.18,38,100,9.26,overcast clouds
353,Ginda,IN,30.6945,78.4932,94.77,15,3,7.05,clear sky
354,Leninskoye,KZ,41.7589,69.3864,93.85,17,31,7.72,scattered clouds
355,Carora,VE,10.1755,-70.0827,70.02,88,71,3.83,broken clouds
356,Svrljig,RS,43.4133,22.1211,75.87,53,30,11.77,scattered clouds
357,Rio Pardo De Minas,BR,-15.6097,-42.5397,63.37,92,100,7.05,overcast clouds
358,Corinto,GR,37.9407,22.9573,85.41,57,0,6.04,clear sky
359,Barcelos,PT,41.5388,-8.6151,64.54,64,52,5.82,broken clouds
360,Bubaque,GW,11.2833,-15.8333,78.15,83,95,6.62,light rain
361,Padampur,IN,29.6833,73.6167,112.93,16,0,13.76,clear sky
362,Baranchinskiy,RU,58.1617,59.6991,70.9,36,69,9.48,broken clouds
363,Chibuto,MZ,-24.6867,33.5306,75.67,54,0,12.26,clear sky
364,Urumqi,CN,43.801,87.6005,88.75,27,20,8.95,few clouds
365,Rudnichnyy,RU,59.617,52.4703,72.77,33,48,6.33,scattered clouds
366,Makaryev,RU,57.8797,43.8069,67.28,69,100,4.9,overcast clouds
367,Thunder Bay,CA,48.4001,-89.3168,51.78,82,100,12.66,overcast clouds
368,Henties Bay,NA,-22.116,14.2845,62.58,68,10,7.52,clear sky
369,Rockland,US,41.1668,-74.0496,68.45,76,60,4.7,broken clouds
370,Xuddur,SO,4.1213,43.8894,88.32,35,8,20.6,clear sky
371,Maniitsoq,GL,65.4167,-52.9,36.01,69,29,7.36,scattered clouds
372,Tabriz,IR,38.08,46.2919,80.06,26,20,9.22,dust
373,Chicama,PE,-7.8447,-79.1469,60.22,90,40,3.44,scattered clouds
374,El Alto,PE,-4.2714,-81.2147,63.19,74,93,11.81,overcast clouds
375,Shahrud,IR,36.4182,54.9763,94.24,13,3,4.29,clear sky
376,Nantucket,US,41.2835,-70.0995,64.45,90,50,16.53,scattered clouds
377,Ziway,ET,7.9333,38.7167,78.17,44,60,8.63,broken clouds
378,Guarda,PT,40.5373,-7.2658,80.91,38,95,9.22,overcast clouds
379,Nanortalik,GL,60.1432,-45.2371,38.23,67,8,17.56,clear sky
380,Karacabey,TR,40.2152,28.4038,79.18,57,3,9.98,clear sky
381,Rawson,AR,-43.3002,-65.1023,49.73,43,2,10.2,clear sky
382,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,79,100,1.95,overcast clouds
383,Mbini,GQ,1.574,9.6134,80.44,79,88,6.98,overcast clouds
384,Qostanay,KZ,53.1667,63.5833,73.69,40,75,15.66,broken clouds
385,Rorvik,NO,64.8621,11.2373,49.98,100,75,14.97,light intensity drizzle
386,Ullapool,GB,57.8987,-5.1604,56.35,87,100,8.3,moderate rain
387,Dezful,IR,32.3811,48.4058,111.56,5,0,11.77,clear sky
388,Werda,BW,-25.2667,23.2833,64.98,34,100,17.11,overcast clouds
389,Shahdadkot,PK,27.8477,67.9055,113.43,16,0,8.01,clear sky
390,Comodoro Rivadavia,AR,-45.8667,-67.5,48.34,71,98,10.07,overcast clouds
391,Gubkinskiy,RU,64.434,76.5026,70.14,59,76,12.48,broken clouds
392,Novaya Zaimka,RU,56.4857,66.9241,53.04,93,100,10.8,overcast clouds
393,Shetpe,KZ,44.1667,52.1167,89.64,18,100,12.37,overcast clouds
394,Tucuma,BR,-0.1833,-50.05,74.05,91,7,4.59,clear sky
395,Novoasbest,RU,57.7422,60.2877,70.23,39,86,4.97,overcast clouds
396,Parati,BR,-23.2178,-44.7131,57.94,85,28,3.29,scattered clouds
397,Gashua,NG,12.871,11.0482,93.42,37,60,9.15,broken clouds
398,Warri,NG,5.5167,5.75,83.44,74,66,5.93,light rain
399,Haverfordwest,GB,51.8017,-4.9691,59.05,71,19,0.27,few clouds
400,Krasnystaw,PL,50.9846,23.1742,64.6,59,0,15.46,clear sky
401,Jammal,TN,35.6223,10.757,82.08,44,0,5.75,clear sky
402,Dhankuta,NP,26.9833,87.3333,79.81,67,73,7.0,broken clouds
403,Bilma,NE,18.6853,12.9164,97.68,25,0,8.52,clear sky
404,Conde,BR,-7.2597,-34.9075,69.26,100,20,3.44,few clouds
405,Birjand,IR,32.8663,59.2211,97.12,13,65,19.57,broken clouds
406,Okoneshnikovo,RU,54.8377,75.0834,68.22,66,99,13.02,light rain
407,Bara,NG,10.3744,10.7288,86.56,55,79,11.3,broken clouds
408,Macusani,PE,-14.0833,-70.4333,28.71,48,7,3.74,clear sky
409,Nortelandia,BR,-14.4547,-56.8028,61.09,50,99,2.08,overcast clouds
410,Manama,BH,26.2154,50.5832,96.78,52,0,5.75,clear sky
411,Tres Arroyos,AR,-38.3739,-60.2798,51.49,51,100,15.05,overcast clouds
412,Saint-Joseph,RE,-21.3667,55.6167,79.18,69,27,13.2,scattered clouds
413,Carangola,BR,-20.7331,-42.0294,52.72,91,77,2.98,broken clouds
414,Mahibadhoo,MV,3.7833,72.9667,83.46,73,100,10.58,overcast clouds
415,Sidi Ali,DZ,36.0998,0.4206,84.25,41,16,1.16,few clouds
416,Karaton,ID,-6.3424,106.1045,81.46,81,42,3.09,light rain
417,Raudeberg,NO,61.9875,5.1352,50.86,95,100,12.95,light rain
418,Andros Town,BS,24.7,-77.7667,80.56,75,2,11.77,clear sky
419,Gazojak,TM,41.1875,61.4036,100.09,9,51,8.57,broken clouds
420,Mubi,NG,10.2676,13.2644,88.23,38,74,7.85,broken clouds
421,Sisimiut,GL,66.9395,-53.6735,33.66,68,8,11.14,clear sky
422,Makungu,TZ,-8.7333,35.2833,71.29,49,9,5.66,clear sky
423,Port-Gentil,GA,-0.7193,8.7815,80.56,78,40,14.97,scattered clouds
424,Ion Corvin,RO,44.1167,27.8,79.29,48,1,13.62,clear sky
425,Enkhuizen,NL,52.7,5.2833,67.96,63,52,3.0,broken clouds
426,Port Hawkesbury,CA,45.6169,-61.3485,54.91,99,100,8.99,heavy intensity rain
427,Palora,EC,-1.7,-77.9333,57.99,98,99,2.19,overcast clouds
428,Liverpool,GB,53.4106,-2.9779,65.43,66,20,5.75,few clouds
429,Dingle,PH,10.9995,122.6711,84.65,75,31,5.57,light rain
430,Sao Joao Da Barra,BR,-21.6403,-41.0511,64.69,79,100,11.12,overcast clouds
431,Bagru,IN,26.8088,75.5423,95.34,43,100,7.81,overcast clouds
432,Betare Oya,CM,5.6,14.0833,77.65,76,100,1.57,light rain
433,Dudinka,RU,69.4058,86.1778,70.63,35,94,17.13,overcast clouds
434,Sibut,CF,5.718,19.0739,82.22,66,100,2.77,overcast clouds
435,Rameswaram,IN,9.2833,79.3,83.84,77,100,14.85,overcast clouds
436,Vilhena,BR,-12.7406,-60.1458,56.71,73,3,2.06,clear sky
437,Mantua,IT,45.1667,10.7833,82.09,59,5,8.99,clear sky
438,Bukoba,TZ,-1.3317,31.8122,76.01,60,9,8.63,light rain
439,Carahue,CL,-38.7,-73.1667,47.14,98,100,4.18,light rain
440,Salym,RU,60.0625,71.4789,56.01,72,91,6.85,overcast clouds
441,Sekoma,BW,-24.4,23.8833,67.41,32,57,16.02,broken clouds
442,Bjornevatn,NO,69.6672,29.9847,52.14,71,75,11.5,broken clouds
443,Salinas,US,36.6777,-121.6555,57.56,71,0,6.91,clear sky
444,Lucapa,AO,-8.4192,20.7447,84.13,25,9,3.38,clear sky
445,Verkhnyaya Inta,RU,65.9811,60.3094,66.25,24,99,4.61,overcast clouds
446,Rocha,UY,-34.4833,-54.3333,45.5,97,90,6.42,overcast clouds
447,San Luis,AR,-33.295,-66.3356,47.44,40,100,5.3,overcast clouds
448,Znamenskoye,RU,57.1281,73.8282,65.64,70,98,3.96,light rain
449,Kavaratti,IN,10.5669,72.642,83.7,76,80,15.57,moderate rain
450,Laguna,US,38.421,-121.4238,68.13,34,0,13.8,clear sky
451,Lavumisa,SZ,-27.31,31.892,75.0,25,100,8.95,overcast clouds
452,Harper,LR,4.375,-7.7169,81.36,67,1,3.78,clear sky
453,Sechura,PE,-5.5569,-80.8222,62.2,82,16,9.64,few clouds
454,Kyabe,TD,9.4515,18.9449,85.33,57,89,9.78,overcast clouds
455,Mumford,GH,5.2618,-0.759,80.44,71,44,9.62,scattered clouds
456,Cockburn Town,TC,21.4612,-71.1419,79.63,78,7,17.65,clear sky
457,Ovalle,CL,-30.5983,-71.2003,49.1,90,100,2.44,overcast clouds
458,Chippenham,GB,51.46,-2.1247,66.38,69,0,2.01,clear sky
459,Kastamonu,TR,41.5,33.6667,71.62,46,77,7.0,broken clouds
460,Bonga,ET,7.2833,36.2333,73.74,63,99,1.7,light rain
461,Ede,NL,52.0333,5.6583,64.8,58,20,4.61,few clouds
462,Panjakent,TJ,39.4952,67.6093,88.61,21,1,7.87,clear sky
463,Road Town,VG,18.4167,-64.6167,78.89,77,4,19.08,clear sky
464,Tsiroanomandidy,MG,-18.7667,46.0333,78.51,38,0,3.96,clear sky
465,Pangnirtung,CA,66.1451,-65.7125,27.57,86,52,4.99,broken clouds
466,San Alberto,CO,7.7611,-73.3922,72.18,96,100,3.51,overcast clouds
467,Talnakh,RU,69.4865,88.3972,70.21,31,96,3.47,overcast clouds
468,Turkistan,KZ,43.0,68.0,99.07,10,28,7.27,scattered clouds
469,Boksitogorsk,RU,59.474,33.8485,70.61,40,100,4.29,overcast clouds
470,Kudahuvadhoo,MV,2.6708,72.8944,83.66,72,96,8.9,overcast clouds
471,Utuado,PR,18.2655,-66.7004,75.61,95,15,13.0,few clouds
472,Oriximina,BR,-1.7656,-55.8661,70.75,98,47,1.99,scattered clouds
473,Quatre Cocos,MU,-20.2078,57.7625,78.1,59,79,17.27,broken clouds
474,Nizwa,OM,22.9333,57.5333,104.04,22,6,6.35,clear sky
475,Cap Malheureux,MU,-19.9842,57.6142,78.48,52,81,8.99,broken clouds
476,Jansath,IN,29.3333,77.85,115.48,10,34,15.41,scattered clouds
477,Sokolac,BA,43.9397,18.8017,65.37,41,77,7.85,broken clouds
478,Kjollefjord,NO,70.9457,27.3465,42.85,84,99,5.93,overcast clouds
479,Betanzos,ES,43.2804,-8.2147,77.97,76,0,3.44,clear sky
480,Buraydah,SA,26.326,43.975,108.21,6,0,12.19,clear sky
481,Leshukonskoye,RU,64.8989,45.7622,71.4,34,37,8.7,scattered clouds
482,Iskateley,RU,67.6803,53.1512,68.77,44,45,8.55,scattered clouds
483,Tonj,SS,7.2737,28.6822,89.56,49,94,2.01,overcast clouds
484,Sortavala,RU,61.7053,30.6918,57.67,70,100,8.03,overcast clouds
485,Saint-Francois,FR,46.4154,3.9054,75.67,56,0,3.44,clear sky
486,Malartic,CA,48.1335,-78.1328,45.01,98,2,3.18,clear sky
487,Alvaraes,BR,-3.2208,-64.8042,69.17,100,100,0.89,overcast clouds
488,Savalou,BJ,7.9281,1.9756,82.15,71,38,5.39,scattered clouds
489,Inirida,CO,3.8653,-67.9239,68.81,99,100,1.01,light rain
490,La Asuncion,VE,11.0333,-63.8628,76.66,86,100,11.3,overcast clouds
491,Ettaiyapuram,IN,9.1441,77.9907,94.66,30,100,2.48,overcast clouds
492,Trusesti,RO,47.7667,27.0167,65.59,54,94,16.53,overcast clouds
493,Revda,RU,56.801,59.9303,70.18,35,27,8.52,scattered clouds
494,Lovozero,RU,68.005,35.0117,64.92,49,17,6.22,few clouds
495,Krasnogorskoye,RU,52.2953,86.1979,78.84,65,97,6.55,overcast clouds
496,Ugoofaaru,MV,5.6667,73.0,83.19,73,100,12.41,overcast clouds
497,Lowestoft,GB,52.4752,1.7516,69.1,72,100,8.97,overcast clouds
498,Tenenkou,ML,14.4572,-4.9169,93.45,35,11,12.15,few clouds
499,Bonavista,CA,48.6499,-53.1147,42.93,88,100,8.84,overcast clouds
500,Murgab,TM,37.4966,61.9714,107.04,11,56,8.57,broken clouds
501,Adana,TR,36.985,35.2881,75.22,83,75,6.91,broken clouds
502,Shamkhal,RU,43.0596,47.3373,78.78,44,48,12.73,scattered clouds
503,Bermejo,AR,-32.8833,-68.8,49.55,40,100,6.04,overcast clouds
504,Selfoss,IS,63.9331,-20.9971,47.05,74,94,13.02,overcast clouds
505,Vaasa,FI,63.096,21.6158,67.28,55,0,9.22,clear sky
506,Ayagoz,KZ,47.9714,80.4392,78.03,40,58,12.82,broken clouds
507,Shahreza,IR,32.0339,51.8794,90.23,9,0,1.39,clear sky
508,Puerto Madryn,AR,-42.7692,-65.0385,50.72,34,0,12.62,clear sky
509,Alipur Chatha,PK,32.2688,73.819,113.56,13,0,7.29,clear sky
510,San Andres,CO,12.5847,-81.7006,80.67,81,100,25.99,light rain
511,Pimentel,PE,-6.8367,-79.9342,61.27,90,12,9.78,few clouds
512,Bria,CF,6.5423,21.9863,83.52,61,100,4.54,overcast clouds
513,Lima,PE,-12.0432,-77.0282,58.89,82,36,5.7,scattered clouds
514,Abha,SA,18.2164,42.5053,88.05,9,0,11.5,clear sky
515,Hare Bay,CA,48.8499,-54.0148,45.19,80,100,2.53,overcast clouds
516,Islahiye,TR,37.025,36.6306,77.77,56,37,6.62,light rain
517,Lipin Bor,RU,60.2622,37.9763,62.87,53,100,4.72,overcast clouds
518,Siwana,IN,25.6333,72.4167,97.57,37,62,9.62,broken clouds
519,Ajdabiya,LY,30.7554,20.2263,81.21,49,0,13.51,clear sky
520,Delta Del Tigre,UY,-34.7633,-56.3853,47.19,97,85,5.01,overcast clouds
521,Khash,IR,28.2211,61.2158,97.14,9,3,3.22,clear sky
522,Upington,ZA,-28.4478,21.2561,57.51,47,54,22.82,broken clouds
523,Albemarle,US,35.3501,-80.2001,79.36,92,0,3.44,clear sky
524,Plettenberg Bay,ZA,-34.0527,23.3716,65.46,42,82,14.72,broken clouds
525,Poltar,SK,48.4309,19.7941,72.19,43,14,3.13,few clouds
526,San Jose Del Palmar,CO,4.9742,-76.2283,61.41,100,100,0.25,overcast clouds
527,Mogadishu,SO,2.0371,45.3438,82.31,73,11,19.77,few clouds
528,Angoche,MZ,-16.2325,39.9086,79.57,61,6,4.18,clear sky
529,Viedma,AR,-40.8135,-62.9967,49.26,52,100,10.8,overcast clouds
530,Alta Floresta,BR,-9.8756,-56.0861,62.6,77,47,3.04,scattered clouds
531,Kedrovyy,RU,56.1667,91.8167,84.61,64,100,5.64,light rain
532,Mancio Lima,BR,-7.6142,-72.8958,57.96,74,52,1.07,broken clouds
533,Inta,RU,66.0317,60.1659,66.43,24,98,3.65,overcast clouds
534,Sile,TR,41.1754,29.6133,75.87,73,9,5.99,clear sky
535,Rafai,CF,4.95,23.9167,86.99,50,91,2.71,overcast clouds
536,Tucupita,VE,9.0622,-62.051,71.4,99,100,2.35,overcast clouds
537,Sur,OM,22.5667,59.5289,89.94,61,0,8.3,clear sky
538,Rio Bueno,CL,-40.3167,-72.9667,48.34,98,100,3.83,overcast clouds
539,Rincon,US,32.296,-81.2354,81.86,88,0,6.91,clear sky
540,Menongue,AO,-14.6585,17.691,75.15,26,9,2.77,clear sky
541,Arona,ES,28.0996,-16.681,66.13,67,40,5.01,scattered clouds
542,Tokonou,GN,9.65,-9.7833,72.16,84,95,5.93,overcast clouds
543,Sciacca,IT,37.5082,13.0881,87.03,44,0,6.98,clear sky
544,Sambava,MG,-14.2667,50.1667,73.92,82,97,8.77,light rain
545,Herat,AF,34.5,62.0,100.04,8,3,10.27,clear sky
546,Richards Bay,ZA,-28.783,32.0377,74.73,33,99,14.32,overcast clouds
547,Nyanguge,TZ,-2.55,33.2,78.93,44,13,3.44,few clouds
548,Shakiso,ET,5.75,38.9167,67.03,66,100,5.93,overcast clouds
549,Belyy Yar,RU,53.6039,91.3903,83.86,54,0,4.47,clear sky
550,Nagapattinam,IN,10.7667,79.8333,94.41,50,99,9.37,overcast clouds
551,Massaguet,TD,12.4755,15.4365,87.96,42,70,11.18,broken clouds
552,Tumaco,CO,1.7986,-78.8156,74.25,90,95,3.87,overcast clouds
553,Kushmurun,KZ,52.4503,64.6311,67.8,50,67,14.76,broken clouds
554,Aras,ES,42.5617,-2.356,77.41,39,0,5.75,clear sky
555,Ust-Tarka,RU,55.5672,75.705,64.96,80,100,7.85,moderate rain
556,Sao Tome,ST,0.3365,6.7273,79.61,79,78,10.65,broken clouds
557,Nossa Senhora Da Gloria,BR,-10.2183,-37.4203,67.93,98,30,4.59,scattered clouds
558,Camacha,PT,33.0833,-16.3333,67.42,68,20,5.75,few clouds
559,Necochea,AR,-38.5473,-58.7368,50.83,56,100,12.17,overcast clouds
560,Tikapur,NP,28.5,81.1333,116.6,10,1,11.07,clear sky
561,Chama,CH,47.1821,8.4636,72.52,63,0,3.44,clear sky
562,Takestan,IR,36.0696,49.6959,93.13,9,0,13.96,clear sky
563,Koungou,YT,-12.7336,45.2042,85.71,62,40,14.97,scattered clouds
564,Mahajanga,MG,-15.7167,46.3167,91.42,38,0,5.75,clear sky
565,Sorland,NO,67.667,12.6934,48.06,95,100,5.44,overcast clouds
566,Cordoba,AR,-31.4135,-64.1811,49.75,43,40,1.99,scattered clouds
567,Maragogi,BR,-9.0122,-35.2225,74.5,86,81,1.95,light rain
568,Kamina,CD,-8.7386,24.9906,82.89,28,7,3.94,clear sky
569,Atbasar,KZ,51.8,68.3333,67.05,49,68,16.17,broken clouds
570,Tingo Maria,PE,-9.2895,-76.0088,59.59,90,8,2.17,clear sky
571,Gravdal,NO,68.1214,13.5031,51.69,93,75,5.75,broken clouds
572,High Rock,BS,26.6208,-78.2833,78.82,78,5,8.86,clear sky
573,Ibra,OM,22.6906,58.5334,105.19,21,0,9.28,clear sky
574,Benguela,AO,-12.5763,13.4055,78.37,38,0,3.04,clear sky
575,Kathmandu,NP,27.7167,85.3167,84.42,65,75,5.75,broken clouds
576,Boyabat,TR,41.4689,34.7667,81.68,39,6,7.02,clear sky
577,Esmeraldas,BR,-19.7625,-44.3139,52.66,76,55,4.41,broken clouds
578,Yanam,IN,16.7333,82.2167,98.69,42,67,5.77,broken clouds
579,Micheweni,TZ,-4.9667,39.8333,80.01,71,9,13.0,clear sky
580,Mozarlandia,BR,-14.7447,-50.5706,66.69,44,18,5.48,few clouds
581,Edirne,TR,41.6772,26.556,85.8,47,1,7.9,clear sky
582,Annau,TM,37.8876,58.516,102.67,15,2,6.06,clear sky
583,Zemio,CF,5.0314,25.1361,86.68,53,97,2.86,overcast clouds
584,Sinazongwe,ZM,-17.2614,27.4618,70.43,52,0,5.66,clear sky
585,Biltine,TD,14.5333,20.9167,92.35,32,87,5.3,overcast clouds
586,Grajau,BR,-5.8194,-46.1386,68.95,96,0,2.1,clear sky
587,Tessaoua,NE,13.7574,7.9874,91.87,40,49,14.14,scattered clouds
588,Uppsala,SE,60.0,17.75,62.11,72,40,9.22,scattered clouds
589,Lyuban,BY,52.7985,28.0048,58.89,65,73,16.82,broken clouds
590,Gadarwara,IN,22.9167,78.7833,102.04,29,41,9.1,scattered clouds
591,Olafsvik,IS,64.8945,-23.7142,46.92,74,97,12.86,light rain
592,Kondoa,TZ,-4.9,35.7833,77.04,38,77,3.74,broken clouds
593,Marienburg,PL,54.0359,19.0266,67.12,70,60,15.01,broken clouds
594,Conceicao Do Araguaia,BR,-8.2578,-49.2647,69.85,97,37,0.65,scattered clouds
595,Lethem,GY,3.3803,-59.7968,71.08,94,23,5.5,few clouds
596,Sopotnica,MK,41.2947,21.155,75.56,60,9,5.35,clear sky
597,Valdosta,US,30.8327,-83.2785,76.98,95,75,5.75,broken clouds
598,Zvishavane,ZW,-20.3267,30.0665,71.89,28,0,7.09,clear sky
599,Nijar,ES,36.9665,-2.206,76.66,61,0,2.3,clear sky
600,Santo Tomas,PH,14.1079,121.1414,87.57,74,79,2.66,broken clouds
601,Romodanovo,RU,54.4275,45.3296,72.79,59,63,9.42,broken clouds
602,Yarkovo,RU,57.4028,67.0786,53.8,91,100,6.08,overcast clouds
603,Tabou,CI,4.423,-7.3528,80.4,70,3,3.85,clear sky
604,Marrakesh,MA,31.6315,-8.0083,80.67,61,40,2.3,scattered clouds
605,Sirjan,IR,29.452,55.6814,93.0,12,0,7.05,clear sky
606,Rabo De Peixe,PT,37.8,-25.5833,64.27,95,40,11.5,scattered clouds
607,Kuntaur,GM,13.6667,-14.8833,82.06,66,66,5.61,broken clouds
608,Korla,CN,41.7597,86.1469,101.68,3,37,5.26,scattered clouds
609,Kristianstad,SE,56.0313,14.1524,61.36,72,75,14.97,broken clouds
610,Itaqui,BR,-29.1253,-56.5531,46.31,94,0,8.37,clear sky
611,Kuryk,KZ,43.2,51.65,91.18,26,52,5.91,broken clouds
612,Staunton,US,38.1496,-79.0717,74.08,83,75,4.61,light rain
613,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,46.54,48,0,5.12,clear sky
614,Maghar,IL,32.8898,35.407,79.38,57,40,6.91,scattered clouds
615,Pendencias,BR,-5.26,-36.7222,69.04,93,0,5.88,clear sky
616,Pudukkottai,IN,10.3833,78.8167,100.26,30,98,8.99,overcast clouds
617,Saint-Pierre,RE,-21.3393,55.4781,80.28,47,0,5.75,clear sky
618,Shubarshi,KZ,48.5872,57.1869,75.94,34,0,10.96,clear sky
619,Sibiti,CG,-3.6819,13.3499,77.5,61,100,3.58,overcast clouds
620,Ensley,US,30.5188,-87.2728,82.53,91,0,5.75,clear sky
621,Aksarka,RU,66.5606,67.7975,50.4,61,97,9.8,overcast clouds
622,Remich,LU,49.545,6.3669,69.91,52,0,6.91,clear sky
623,Karpathos,GR,35.507,27.2132,80.56,61,20,21.85,few clouds
624,Acarau,BR,-2.8856,-40.12,73.04,90,13,10.04,few clouds
625,Smithfield,US,41.922,-71.5495,63.46,80,0,6.91,clear sky
626,Ereymentau,KZ,51.6199,73.1033,71.67,36,67,15.84,broken clouds
627,Dwarka,IN,22.2394,68.9678,88.39,64,45,10.04,scattered clouds
628,Lusambo,CD,-4.9667,23.45,90.86,36,87,2.64,overcast clouds
629,Pirganj,BD,25.8523,88.3618,88.7,75,100,16.08,overcast clouds
630,Kayes,ML,14.0,-11.0,84.06,60,4,5.64,clear sky
631,Ascension,US,30.2169,-90.9001,79.07,96,0,0.0,clear sky
632,Khromtau,KZ,50.2503,58.4347,70.5,39,2,6.78,clear sky
633,Coria,ES,39.9879,-6.5377,87.46,35,99,4.7,overcast clouds
634,Marystown,CA,47.1666,-55.1483,46.85,100,100,8.59,overcast clouds
635,Lujan,AR,-34.5703,-59.105,48.06,98,98,7.94,overcast clouds
636,Machico,PT,32.7,-16.7667,72.72,66,75,8.05,broken clouds
637,Kifri,IQ,34.6959,44.9661,97.61,15,0,8.1,clear sky
638,Sydney Mines,CA,46.2367,-60.2177,52.18,97,100,7.0,heavy intensity rain
639,Seminole,US,28.7086,-81.2081,80.87,92,0,3.44,clear sky
640,Brae,GB,60.3964,-1.353,51.08,96,100,16.15,light rain
641,Tazovskiy,RU,67.4667,78.7,63.95,51,59,14.07,broken clouds
642,Zlobin,HR,45.2924,14.6541,70.16,44,20,6.91,few clouds
643,Aketi,CD,2.7388,23.7833,85.64,56,100,2.66,overcast clouds
644,Qandala,SO,11.472,49.8728,96.58,43,98,7.02,overcast clouds
645,El Jicaro,GT,14.9167,-89.9,74.73,98,100,0.29,overcast clouds
646,Montlucon,FR,46.3333,2.6,74.7,59,94,1.01,overcast clouds
647,Kabare,CD,-2.4683,28.8242,75.22,52,2,2.24,clear sky
648,Kautokeino,NO,69.0125,23.0412,47.21,83,100,12.93,overcast clouds
649,Shache,CN,38.4167,77.2406,95.9,8,0,8.03,clear sky
650,Baghdad,IQ,33.3406,44.4009,102.11,17,0,3.44,clear sky
651,Pocinhos,BR,-7.0767,-36.0611,63.64,89,31,5.68,scattered clouds
652,Kibala,TD,9.1104,18.3463,86.18,54,95,8.32,overcast clouds
653,Castelo Do Piaui,BR,-5.3222,-41.5525,67.59,87,60,3.27,broken clouds
654,Umm Kaddadah,SD,13.6017,26.6876,88.02,39,100,3.6,overcast clouds
655,Ballina,AU,-28.8667,153.5667,60.01,98,33,6.93,scattered clouds
656,Wagar,SD,16.1525,36.2032,98.06,28,9,8.37,clear sky
657,Rescaldina,IT,45.6165,8.9538,82.92,48,0,11.5,clear sky
658,Tharad,IN,24.3961,71.6267,97.5,40,65,10.94,broken clouds
659,Limbazi,LV,57.5129,24.7194,53.04,96,100,6.8,light rain
660,Ballybofey,IE,54.8,-7.7833,58.75,63,100,9.22,overcast clouds
661,Beyneu,KZ,45.3167,55.2,88.77,18,79,14.27,broken clouds
662,Buarcos,PT,40.166,-8.8768,86.23,81,100,7.11,overcast clouds
663,Inhambupe,BR,-11.7844,-38.3531,67.01,95,36,5.44,scattered clouds
664,Mozhaysk,RU,55.5019,36.0272,73.6,55,66,11.32,broken clouds
665,Anloga,GH,5.7947,0.8973,81.61,71,88,15.77,overcast clouds
666,Birao,CF,10.2849,22.7882,78.21,66,100,7.65,overcast clouds
667,Amurrio,ES,43.05,-3.0,85.86,57,83,3.71,broken clouds
668,Leh,IN,34.1667,77.5833,64.15,20,48,7.63,scattered clouds
669,Manacapuru,BR,-3.2997,-60.6206,71.37,96,78,1.9,broken clouds
670,Rajpipla,IN,21.8667,73.5,97.52,40,34,17.72,scattered clouds
671,Ravar,IR,31.2656,56.8055,102.79,9,34,1.83,scattered clouds
672,Iracoubo,GF,5.4802,-53.2011,74.37,90,98,0.67,overcast clouds
673,Male,MV,4.1748,73.5089,83.71,72,93,11.01,overcast clouds
674,Kalamazoo,US,42.2506,-85.55,70.16,88,100,4.61,overcast clouds
675,Goundi,TD,9.3627,17.366,87.94,48,95,7.47,overcast clouds
676,Aktau,KZ,43.65,51.2,93.78,33,39,4.97,scattered clouds
677,Abay,KZ,49.6311,72.8539,75.58,23,70,17.56,broken clouds
678,Dharchula,IN,29.85,80.5333,97.68,18,40,5.53,scattered clouds
679,Joshimath,IN,30.5667,79.5667,86.74,31,25,8.84,scattered clouds
680,Lere,NG,10.387,8.5726,81.16,63,67,6.76,broken clouds
681,Gberia Fotombu,SL,9.8833,-11.1667,73.24,90,86,4.14,overcast clouds
682,Dinard,FR,48.6314,-2.0614,69.64,55,0,3.44,clear sky
683,Statesboro,US,32.4488,-81.7832,81.93,83,0,4.61,clear sky
684,Salamiyah,SY,35.0113,37.0532,82.24,39,0,18.23,clear sky
685,Sol-Iletsk,RU,51.1631,54.9918,71.96,39,0,5.93,clear sky
686,Belogorsk,RU,50.9158,128.4611,71.62,72,91,12.12,overcast clouds
687,Mananjary,MG,-21.2167,48.3333,67.5,91,100,4.45,light rain
688,Amapa,BR,1.0,-52.0,68.74,99,64,0.89,broken clouds
689,Requena,ES,39.4883,-1.1004,91.35,17,10,3.85,clear sky
690,Kingston,JM,17.997,-76.7936,77.23,79,100,1.01,overcast clouds
691,Ellisras,ZA,-23.6649,27.7443,70.29,23,0,7.36,clear sky
692,Adre,TD,13.4667,22.2,84.47,46,80,6.55,broken clouds
693,Lolodorf,CM,3.2333,10.7333,75.49,86,100,0.67,light rain
694,Kodinar,IN,20.7903,70.7031,88.61,64,59,13.6,broken clouds
695,Santa Rosa,PH,14.3122,121.1114,89.1,69,85,4.92,overcast clouds
696,Kuopio,FI,62.8924,27.677,60.75,77,18,6.91,few clouds
